job_id,title,company_name,location,description,max_salary,formatted_experience_level,work_type,remote_allowed,original_listed_time
sample_00242,Analytics Engineer,Wipro,"Noida, Uttar Pradesh","Seeking a Analytics Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",12-20 LPA,Director,PART_TIME,0,2026-06-08
sample_00243,Data Analyst,Zepto,"Delhi, Delhi","We are looking for a Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",8-14 LPA,Senior,FULL_TIME,0,2026-04-13
sample_00244,Data Scientist,Wipro,"Chennai, Tamil Nadu","Seeking a Data Scientist skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Mid-Senior level,PART_TIME,1,2026-04-22
sample_00245,Data Engineer,Accenture,"Bengaluru, Karnataka","Exciting Data Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",5-8 LPA,Entry level,PART_TIME,1,2026-04-01
sample_00246,ML Engineer,Swiggy,"Hyderabad, Telangana","Join our analytics team as a ML Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Director,PART_TIME,0,2026-05-19
sample_00247,BI Developer,Razorpay,"Gurugram, Haryana","We are looking for a BI Developer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Entry level,CONTRACT,1,2026-04-21
sample_00248,ML Engineer,PhonePe,"Bengaluru, Karnataka","We are looking for a ML Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",6-10 LPA,Entry level,CONTRACT,0,2026-01-31
sample_00249,Data Scientist,Infosys,"Delhi, Delhi","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",10-18 LPA,Mid-Senior level,FULL_TIME,0,2026-03-13
sample_00250,Product Analyst,TCS,"Pune, Maharashtra","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",8-14 LPA,Mid-Senior level,PART_TIME,0,2026-01-07
sample_00251,Data Engineer,Flipkart,"Noida, Uttar Pradesh","Seeking a Data Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Mid-Senior level,CONTRACT,1,2026-05-13
sample_00252,Analytics Engineer,PhonePe,"Delhi, Delhi","We are looking for a Analytics Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Senior,FULL_TIME,1,2026-03-29
sample_00253,Data Scientist,Swiggy,"Chennai, Tamil Nadu","Seeking a Data Scientist skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",25-40 LPA,Mid-Senior level,PART_TIME,1,2026-05-19
sample_00254,BI Developer,Wipro,"Mumbai, Maharashtra","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",12-20 LPA,Senior,CONTRACT,1,2026-05-10
sample_00255,Product Analyst,Razorpay,"Mumbai, Maharashtra","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Mid-Senior level,CONTRACT,1,2026-02-04
sample_00256,Data Scientist,PhonePe,"Noida, Uttar Pradesh","Seeking a Data Scientist skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",18-28 LPA,Entry level,PART_TIME,1,2026-06-10
sample_00257,Data Engineer,Wipro,"Hyderabad, Telangana","Join our analytics team as a Data Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",6-10 LPA,Senior,FULL_TIME,1,2026-05-24
sample_00258,Senior Data Analyst,Zepto,"Noida, Uttar Pradesh","Seeking a Senior Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",18-28 LPA,Mid-Senior level,FULL_TIME,0,2026-02-20
sample_00259,Analytics Engineer,Flipkart,"Mumbai, Maharashtra","Exciting Analytics Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",12-20 LPA,Entry level,FULL_TIME,1,2026-04-29
sample_00260,Data Engineer,Razorpay,"Delhi, Delhi","Join our analytics team as a Data Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",6-10 LPA,Entry level,FULL_TIME,1,2025-12-24
sample_00261,Business Analyst,Swiggy,"Chennai, Tamil Nadu","Seeking a Business Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",5-8 LPA,Entry level,PART_TIME,1,2026-01-11
sample_00262,Data Analyst,Flipkart,"Hyderabad, Telangana","We need a Data Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",18-28 LPA,Director,PART_TIME,0,2026-03-06
sample_00263,Data Analyst,Accenture,"Delhi, Delhi","We need a Data Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",10-18 LPA,Director,PART_TIME,1,2026-05-27
sample_00264,Analytics Engineer,TCS,"Noida, Uttar Pradesh","We need a Analytics Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",5-8 LPA,Mid-Senior level,CONTRACT,0,2026-06-10
sample_00265,Senior Data Analyst,TCS,"Hyderabad, Telangana","Join our analytics team as a Senior Data Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",12-20 LPA,Entry level,FULL_TIME,1,2025-12-16
sample_00266,BI Developer,Wipro,"Hyderabad, Telangana","We need a BI Developer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",25-40 LPA,Entry level,CONTRACT,0,2026-02-14
sample_00267,Product Analyst,Swiggy,"Hyderabad, Telangana","Exciting Product Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",6-10 LPA,Mid-Senior level,FULL_TIME,1,2025-12-25
sample_00268,Data Scientist,Infosys,"Hyderabad, Telangana","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",25-40 LPA,Senior,CONTRACT,1,2026-05-23
sample_00269,BI Developer,Infosys,"Noida, Uttar Pradesh","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",18-28 LPA,Senior,PART_TIME,1,2026-05-26
sample_00270,Analytics Engineer,Meesho,"Noida, Uttar Pradesh","Join our analytics team as a Analytics Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Entry level,CONTRACT,1,2026-05-28
sample_00271,BI Developer,Meesho,"Mumbai, Maharashtra","Exciting BI Developer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",8-14 LPA,Mid-Senior level,FULL_TIME,1,2026-04-04
sample_00272,ML Engineer,Accenture,"Chennai, Tamil Nadu","Join our analytics team as a ML Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Director,CONTRACT,1,2026-06-04
sample_00273,Business Analyst,Zepto,"Gurugram, Haryana","Join our analytics team as a Business Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Mid-Senior level,CONTRACT,0,2025-12-21
sample_00274,BI Developer,PhonePe,"Noida, Uttar Pradesh","Seeking a BI Developer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",18-28 LPA,Director,PART_TIME,1,2026-06-03
sample_00275,Analytics Engineer,Zepto,"Gurugram, Haryana","Join our analytics team as a Analytics Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",6-10 LPA,Entry level,CONTRACT,1,2026-06-11
sample_00276,Data Engineer,TCS,"Pune, Maharashtra","We are looking for a Data Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Entry level,FULL_TIME,1,2026-05-24
sample_00277,Product Analyst,Flipkart,"Delhi, Delhi","Join our analytics team as a Product Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",12-20 LPA,Director,FULL_TIME,1,2026-06-02
sample_00278,Data Engineer,TCS,"Pune, Maharashtra","Seeking a Data Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",5-8 LPA,Senior,FULL_TIME,0,2026-01-03
sample_00279,Data Engineer,Flipkart,"Bengaluru, Karnataka","Join our analytics team as a Data Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Entry level,PART_TIME,1,2026-02-07
sample_00280,BI Developer,PhonePe,"Gurugram, Haryana","We are looking for a BI Developer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",18-28 LPA,Senior,FULL_TIME,0,2026-03-06
sample_00281,Data Engineer,Swiggy,"Mumbai, Maharashtra","Join our analytics team as a Data Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Mid-Senior level,PART_TIME,0,2026-03-17
sample_00282,Product Analyst,Infosys,"Noida, Uttar Pradesh","Join our analytics team as a Product Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Mid-Senior level,CONTRACT,1,2026-06-06
sample_00283,BI Developer,PhonePe,"Noida, Uttar Pradesh","We need a BI Developer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",5-8 LPA,Senior,CONTRACT,1,2026-05-18
sample_00284,Analytics Engineer,PhonePe,"Gurugram, Haryana","We need a Analytics Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",5-8 LPA,Entry level,FULL_TIME,0,2026-03-20
sample_00285,Analytics Engineer,Flipkart,"Delhi, Delhi","We are looking for a Analytics Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",12-20 LPA,Senior,FULL_TIME,0,2026-04-15
sample_00286,Data Scientist,Infosys,"Hyderabad, Telangana","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",6-10 LPA,Mid-Senior level,PART_TIME,1,2026-01-26
sample_00287,Data Scientist,Wipro,"Hyderabad, Telangana","We are looking for a Data Scientist with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Director,CONTRACT,1,2025-12-24
sample_00288,Business Analyst,Meesho,"Chennai, Tamil Nadu","We are looking for a Business Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",8-14 LPA,Senior,FULL_TIME,0,2026-05-21
sample_00289,Data Scientist,PhonePe,"Noida, Uttar Pradesh","Exciting Data Scientist role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",8-14 LPA,Mid-Senior level,FULL_TIME,0,2026-04-10
sample_00290,BI Developer,Zepto,"Gurugram, Haryana","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",10-18 LPA,Director,CONTRACT,0,2026-06-05
sample_00291,Data Scientist,Razorpay,"Delhi, Delhi","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Entry level,FULL_TIME,0,2025-12-17
sample_00292,Senior Data Analyst,Wipro,"Mumbai, Maharashtra","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",8-14 LPA,Mid-Senior level,FULL_TIME,1,2026-02-06
sample_00293,BI Developer,Accenture,"Chennai, Tamil Nadu","Exciting BI Developer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Mid-Senior level,PART_TIME,0,2026-02-04
sample_00294,Analytics Engineer,PhonePe,"Noida, Uttar Pradesh","Join our analytics team as a Analytics Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",10-18 LPA,Director,PART_TIME,0,2026-06-07
sample_00295,Data Analyst,Flipkart,"Mumbai, Maharashtra","Exciting Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",12-20 LPA,Mid-Senior level,CONTRACT,1,2026-04-26
sample_00296,Data Analyst,Swiggy,"Pune, Maharashtra","We need a Data Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",10-18 LPA,Entry level,FULL_TIME,1,2026-03-23
sample_00297,Senior Data Analyst,Meesho,"Delhi, Delhi","Join our analytics team as a Senior Data Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",18-28 LPA,Entry level,PART_TIME,0,2026-03-29
sample_00298,Analytics Engineer,Zepto,"Bengaluru, Karnataka","Exciting Analytics Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",10-18 LPA,Senior,PART_TIME,0,2026-02-08
sample_00299,Senior Data Analyst,Meesho,"Gurugram, Haryana","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Senior,FULL_TIME,0,2026-02-08
sample_00300,Senior Data Analyst,Infosys,"Chennai, Tamil Nadu","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",10-18 LPA,Entry level,PART_TIME,0,2026-04-16
sample_00301,Senior Data Analyst,TCS,"Noida, Uttar Pradesh","We need a Senior Data Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Senior,FULL_TIME,0,2025-12-15
sample_00302,Product Analyst,TCS,"Noida, Uttar Pradesh","Seeking a Product Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Director,FULL_TIME,1,2026-01-13
sample_00303,Product Analyst,Wipro,"Mumbai, Maharashtra","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",25-40 LPA,Senior,FULL_TIME,1,2026-05-22
sample_00304,Data Engineer,Razorpay,"Hyderabad, Telangana","Join our analytics team as a Data Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",18-28 LPA,Entry level,FULL_TIME,0,2025-12-24
sample_00305,Data Engineer,Wipro,"Noida, Uttar Pradesh","We need a Data Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",18-28 LPA,Director,FULL_TIME,0,2026-04-18
sample_00306,Data Analyst,Flipkart,"Gurugram, Haryana","We are looking for a Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Entry level,CONTRACT,0,2026-03-11
sample_00307,Senior Data Analyst,Swiggy,"Hyderabad, Telangana","Seeking a Senior Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",10-18 LPA,Entry level,FULL_TIME,1,2026-05-17
sample_00308,Senior Data Analyst,Swiggy,"Gurugram, Haryana","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",6-10 LPA,Director,PART_TIME,1,2026-01-28
sample_00309,Product Analyst,Wipro,"Delhi, Delhi","Exciting Product Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",10-18 LPA,Director,PART_TIME,1,2026-01-07
sample_00310,Business Analyst,Flipkart,"Hyderabad, Telangana","We need a Business Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Senior,CONTRACT,0,2026-03-09
sample_00311,Business Analyst,Meesho,"Delhi, Delhi","We need a Business Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Senior,PART_TIME,1,2025-12-28
sample_00312,Product Analyst,Infosys,"Gurugram, Haryana","Join our analytics team as a Product Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",10-18 LPA,Entry level,PART_TIME,1,2026-03-22
sample_00313,Data Engineer,Meesho,"Noida, Uttar Pradesh","Seeking a Data Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",18-28 LPA,Senior,PART_TIME,1,2026-03-11
sample_00314,Data Engineer,Wipro,"Delhi, Delhi","We need a Data Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",6-10 LPA,Mid-Senior level,PART_TIME,1,2026-03-09
sample_00315,Analytics Engineer,Swiggy,"Delhi, Delhi","Join our analytics team as a Analytics Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Entry level,CONTRACT,1,2026-05-31
sample_00316,BI Developer,Razorpay,"Hyderabad, Telangana","We need a BI Developer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Director,PART_TIME,0,2026-03-22
sample_00317,BI Developer,Wipro,"Hyderabad, Telangana","We are looking for a BI Developer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Mid-Senior level,CONTRACT,0,2025-12-30
sample_00318,Data Analyst,Meesho,"Bengaluru, Karnataka","We are looking for a Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",6-10 LPA,Entry level,CONTRACT,0,2026-04-12
sample_00319,Data Engineer,PhonePe,"Bengaluru, Karnataka","Exciting Data Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",6-10 LPA,Senior,PART_TIME,0,2026-05-29
sample_00320,Data Analyst,Zepto,"Pune, Maharashtra","Join our analytics team as a Data Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Director,CONTRACT,0,2026-01-25
sample_00321,Data Scientist,Swiggy,"Gurugram, Haryana","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Director,PART_TIME,0,2025-12-18
sample_00322,Senior Data Analyst,Accenture,"Pune, Maharashtra","Join our analytics team as a Senior Data Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Senior,PART_TIME,1,2026-01-15
sample_00323,Data Engineer,PhonePe,"Chennai, Tamil Nadu","We need a Data Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",6-10 LPA,Entry level,PART_TIME,1,2026-05-13
sample_00324,Data Analyst,Meesho,"Delhi, Delhi","Seeking a Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",12-20 LPA,Entry level,FULL_TIME,0,2026-04-28
sample_00325,Product Analyst,Wipro,"Delhi, Delhi","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",25-40 LPA,Director,PART_TIME,0,2026-03-25
sample_00326,Data Engineer,Swiggy,"Delhi, Delhi","We need a Data Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",8-14 LPA,Director,PART_TIME,0,2026-05-13
sample_00327,Data Engineer,Meesho,"Bengaluru, Karnataka","Seeking a Data Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",10-18 LPA,Senior,CONTRACT,0,2026-03-22
sample_00328,ML Engineer,Wipro,"Chennai, Tamil Nadu","We are looking for a ML Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Entry level,FULL_TIME,0,2025-12-31
sample_00329,ML Engineer,Accenture,"Pune, Maharashtra","Seeking a ML Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",10-18 LPA,Senior,CONTRACT,0,2026-04-20
sample_00330,Data Engineer,Accenture,"Delhi, Delhi","We need a Data Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",18-28 LPA,Mid-Senior level,PART_TIME,0,2026-05-23
sample_00331,Data Engineer,Wipro,"Gurugram, Haryana","Seeking a Data Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Mid-Senior level,FULL_TIME,0,2026-06-01
sample_00332,BI Developer,Wipro,"Mumbai, Maharashtra","Seeking a BI Developer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",10-18 LPA,Entry level,FULL_TIME,0,2026-05-10
sample_00333,Data Scientist,Wipro,"Gurugram, Haryana","Exciting Data Scientist role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",12-20 LPA,Entry level,FULL_TIME,1,2026-06-13
sample_00334,Data Engineer,PhonePe,"Bengaluru, Karnataka","We are looking for a Data Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",25-40 LPA,Mid-Senior level,PART_TIME,0,2026-02-15
sample_00335,Analytics Engineer,Razorpay,"Delhi, Delhi","Seeking a Analytics Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",18-28 LPA,Director,FULL_TIME,0,2026-01-01
sample_00336,ML Engineer,Wipro,"Noida, Uttar Pradesh","Join our analytics team as a ML Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",10-18 LPA,Senior,CONTRACT,0,2026-03-22
sample_00337,ML Engineer,Infosys,"Gurugram, Haryana","Seeking a ML Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",12-20 LPA,Director,CONTRACT,0,2026-03-08
sample_00338,Business Analyst,Swiggy,"Bengaluru, Karnataka","Seeking a Business Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Senior,FULL_TIME,1,2025-12-21
sample_00339,Data Scientist,Zepto,"Delhi, Delhi","We are looking for a Data Scientist with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Entry level,PART_TIME,0,2026-02-02
sample_00340,Analytics Engineer,Meesho,"Delhi, Delhi","We are looking for a Analytics Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",12-20 LPA,Mid-Senior level,PART_TIME,0,2026-03-05
sample_00341,Data Analyst,Accenture,"Pune, Maharashtra","Join our analytics team as a Data Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Mid-Senior level,CONTRACT,0,2026-02-25
sample_00342,Product Analyst,Wipro,"Noida, Uttar Pradesh","Seeking a Product Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",25-40 LPA,Senior,PART_TIME,1,2026-02-16
sample_00343,BI Developer,TCS,"Hyderabad, Telangana","We are looking for a BI Developer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Senior,FULL_TIME,1,2026-02-28
sample_00344,Analytics Engineer,Razorpay,"Delhi, Delhi","We need a Analytics Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",5-8 LPA,Mid-Senior level,CONTRACT,1,2026-04-12
sample_00345,Data Scientist,Swiggy,"Delhi, Delhi","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",5-8 LPA,Mid-Senior level,FULL_TIME,0,2026-06-06
sample_00346,ML Engineer,Wipro,"Bengaluru, Karnataka","Join our analytics team as a ML Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Mid-Senior level,CONTRACT,1,2026-05-18
sample_00347,BI Developer,Infosys,"Hyderabad, Telangana","Exciting BI Developer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",25-40 LPA,Director,PART_TIME,0,2026-01-19
sample_00348,ML Engineer,Infosys,"Bengaluru, Karnataka","Exciting ML Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Mid-Senior level,FULL_TIME,0,2026-03-31
sample_00349,Data Engineer,Zepto,"Noida, Uttar Pradesh","We need a Data Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",18-28 LPA,Senior,PART_TIME,0,2026-03-22
sample_00350,Senior Data Analyst,Flipkart,"Hyderabad, Telangana","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",5-8 LPA,Senior,PART_TIME,0,2026-03-07
sample_00351,Data Analyst,Wipro,"Delhi, Delhi","Exciting Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",6-10 LPA,Director,PART_TIME,1,2026-05-05
sample_00352,Analytics Engineer,Zepto,"Bengaluru, Karnataka","We are looking for a Analytics Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",8-14 LPA,Mid-Senior level,CONTRACT,0,2026-05-24
sample_00353,Business Analyst,Accenture,"Pune, Maharashtra","We need a Business Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",25-40 LPA,Senior,PART_TIME,0,2026-02-05
sample_00354,Data Scientist,Flipkart,"Hyderabad, Telangana","We are looking for a Data Scientist with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Director,CONTRACT,1,2026-05-05
sample_00355,ML Engineer,Razorpay,"Hyderabad, Telangana","Seeking a ML Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Mid-Senior level,FULL_TIME,1,2026-04-06
sample_00356,ML Engineer,PhonePe,"Bengaluru, Karnataka","We are looking for a ML Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Entry level,FULL_TIME,1,2026-03-12
sample_00357,Data Scientist,Meesho,"Chennai, Tamil Nadu","We are looking for a Data Scientist with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",6-10 LPA,Entry level,PART_TIME,1,2026-04-13
sample_00358,Business Analyst,Swiggy,"Noida, Uttar Pradesh","Exciting Business Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",25-40 LPA,Director,CONTRACT,0,2026-06-01
sample_00359,BI Developer,Zepto,"Noida, Uttar Pradesh","We need a BI Developer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",25-40 LPA,Entry level,CONTRACT,1,2026-02-08
sample_00360,Data Analyst,TCS,"Chennai, Tamil Nadu","Seeking a Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",12-20 LPA,Director,FULL_TIME,0,2026-03-06
sample_00361,Senior Data Analyst,Razorpay,"Chennai, Tamil Nadu","Join our analytics team as a Senior Data Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Mid-Senior level,PART_TIME,1,2026-04-23
sample_00362,ML Engineer,TCS,"Gurugram, Haryana","Seeking a ML Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",18-28 LPA,Senior,PART_TIME,1,2026-05-28
